ID,Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40
10,4.177151825,0.332701527,-0.11187282,1.161758442,0.394984756,-0.283599379,0.019068884,0.403685123,0.818236154,-0.661675156,1.088884022,-0.991337736,0.398131366,-0.624352411,-0.666802084,0.258215789,0.493459407,-0.566291213,-2.806207579,-0.454128659,0.306118016,0.469743437,0.896637828,-0.779635477,0.975415341,-0.747499906,-0.550795899,-0.572453221,0.283904364,-0.281922407,-0.619315077,-0.008651922,1.582568181,-0.678528087,-0.745105459,0.746225929,1.496523325,-0.359945843,-2.072139222,2.774319371,-1.715836624
11,-2.02427704,0.393577229,0.250247221,-0.775425168,-1.039450435,-0.278978238,-1.182701448,-0.492460557,0.254543218,-0.563756097,-1.173701136,-1.802756548,0.003148184,-0.39292909,0.785312014,0.20042117,1.076115075,-1.194066073,0.70319154,0.204194134,1.467070949,1.400695248,0.06536746,-0.074124078,0.480752584,0.879738955,-0.593335352,1.835639514,0.10965094,-1.151303148,0.005127594,-1.360161193,-1.885663515,0.075058495,-0.073580478,1.502926924,-0.24645213,0.807309838,0.463205995,1.268984887,-0.451002559
12,6.38952538,2.257414976,0.413130316,-0.147275662,0.237403684,-0.785268754,0.139578326,0.530912739,-0.464938703,1.94662861,-1.084792907,-0.294711851,0.420897251,0.236846497,-0.145382721,0.719715193,-0.802014808,-0.628399461,0.540126511,0.963897042,-0.481095875,-2.375056822,-0.774534459,-0.717441921,-0.096615909,-0.432475792,-2.017061227,0.765309589,-0.291242346,-1.24833115,-0.457327784,2.024099331,-0.877960902,0.643425493,0.576788922,0.703966237,0.918482352,-1.067421315,0.476912645,0.017688722,-0.505079295
13,2.846372254,-0.880173936,-0.678179829,-1.734717881,1.825086067,0.231499274,-0.62651195,-0.358805618,-2.292681174,-1.082647545,0.742107949,0.009831983,-0.223340725,0.81038026,0.216893747,-0.438575489,0.397134122,0.036583845,0.254844775,-0.868161901,0.080504753,-1.420859082,-1.795326497,0.365046825,0.926872563,-1.128450072,-0.203144902,-0.033992946,1.245339483,0.903158054,2.737697073,2.787222977,0.311060683,1.571657471,-1.033077473,0.219044071,-0.991123885,1.158307289,-1.023784761,1.5877506,1.088148052
14,-1.846962951,-1.183970136,0.541024014,0.637373132,-0.697425456,0.467584302,1.6735438,-0.275998408,-1.372929691,-0.146123565,-0.955950398,-0.140432355,-2.642545617,-0.055699447,-0.474863219,0.550561355,0.086365463,0.700943107,-0.378991531,-0.780688005,0.532905563,-0.715352934,-0.108310238,-0.381734446,-1.710045736,-0.937426499,1.143308595,0.787848477,0.434180085,-0.01718559,0.838032266,-0.008444205,-0.399809921,-2.267276885,-1.370178708,0.050860721,-0.607926477,0.36726368,-0.857850076,-2.081690261,-2.067704152
15,-0.062322443,-1.072393768,-0.308572597,-0.627584487,1.610354586,-0.352094466,0.312764887,-0.509232933,0.877675752,1.418085623,0.102980079,0.404901527,0.545475913,0.841435076,0.770918937,0.113790312,0.634534675,-1.360635619,-1.638381729,-0.03794179,-1.534212341,0.2305676,0.782978331,1.024387529,0.278155936,0.00932476,-1.24620313,0.296015339,0.434950765,-0.550801126,-0.992229289,0.228927852,0.876096373,-0.184520002,-1.944311025,0.025346519,0.328096425,2.04155095,2.299897684,2.067565642,2.308157247
16,-7.655919003,-1.328540008,-0.799721918,-1.543519674,0.628140325,-0.025293343,-0.844228088,3.464450264,-0.719625929,-1.250617603,-0.515874686,-0.145260928,0.140914005,0.031453632,2.299395052,-1.090364504,-1.384413362,1.310061303,0.726021969,-1.598341582,-1.028783412,0.966392589,1.676442889,0.421685497,2.243413548,-0.759755175,-0.789633169,0.496490713,0.711269144,1.401006737,0.157029514,0.286302466,1.228648529,-0.941530879,1.663217369,-1.55033761,0.333206648,1.44372454,1.128092589,-1.130096268,-0.891354282
17,2.129250071,-1.064959698,-0.954125791,-0.494105047,0.803859998,-0.304792254,1.233300964,1.694197916,0.14628344,-2.467526411,-1.11233685,1.318982032,-0.026646969,-1.09667806,0.435494262,-0.426897703,1.206686068,-1.295309867,-2.936044162,-0.252159352,0.070165796,-0.115511928,1.013968805,0.405425999,-1.667784958,1.296221245,1.499231299,0.54709236,0.82521985,0.10893659,0.522483174,2.932018896,1.49691365,0.796338681,-1.140613095,1.869390121,0.043384409,-1.671059473,0.546743513,1.254252344,1.71265416
18,11.13783499,1.561040728,1.387541408,-0.708404037,-0.166725059,0.127095422,0.570669681,0.210955997,0.076003725,-0.28075385,0.903204578,-0.207422975,-0.065335788,-1.047071911,-0.039089931,-0.146105374,0.445075185,0.104615209,0.976402217,0.137677855,-1.111440932,0.628305592,0.085945251,0.308561395,0.176309214,-0.371973778,-0.118433302,-1.991439264,1.005221182,0.245624122,0.930416633,-0.463781306,0.457396873,0.252878237,2.00633911,0.803422525,-1.373825116,-1.163659829,-0.269177794,0.459669419,-0.355975002
19,4.843932182,0.559294768,-0.812733344,-0.567400615,0.065294558,2.804605839,2.410437938,0.783704966,-1.009441743,-0.605654304,0.348806716,0.024176301,-1.091368744,1.73417872,1.483459396,-0.948140437,1.808766255,-1.142521501,-0.746859194,0.667506045,0.426030714,-0.962288951,-2.362549423,0.777505779,0.73093638,0.505178305,0.408562775,0.628528459,0.192377729,1.186754718,-0.954686025,-0.08917778,0.134475419,0.049028619,-0.755616177,1.434637763,-0.613814521,-1.99698585,-0.486928246,0.80721383,0.60085661
20,2.607234737,-0.91985014,0.975796492,-0.515297689,-1.805397323,-0.624391687,0.397472149,0.964843479,-0.172851366,0.011097029,1.398500468,0.289621351,0.288997073,1.282699435,1.379838691,0.176765785,-0.082031889,-0.498339567,-1.407182413,0.778350504,2.226369763,-1.117870407,0.527388766,0.35850498,-1.568997565,0.688020932,0.340454209,1.428137635,2.015290579,-0.091655356,-0.885264329,0.098322007,0.579862162,-0.130380728,-0.548922914,-0.286752994,-0.460234019,0.001768827,1.122575194,-0.581672081,-1.071783697
21,1.521902764,2.374566177,-0.808591748,-0.461435136,-0.980890508,0.683379589,0.481741781,0.072500693,1.135067257,-0.550214065,-1.666149381,2.200252894,0.857613545,-0.08899185,-1.157483844,-0.858965215,-1.494132591,-0.22503005,0.373252521,-0.247379094,0.776282281,0.608044146,0.041173259,-1.114152031,1.710016389,0.446055519,1.477202102,0.911338755,-1.325358626,-2.473781778,1.130459906,-2.587908562,-1.052955401,0.292096734,0.431904536,1.290239644,0.901751566,-0.017678478,0.766897254,-0.917331064,-0.89113975
22,2.261388134,0.624155947,-0.64888128,0.199772007,1.570136365,0.641748886,0.455629148,1.509211526,0.584778916,1.065389434,-1.800864703,0.179471704,0.359840796,-0.657103263,0.463820977,0.263413909,1.333642407,0.610767035,-1.379760497,1.910226004,0.752400573,0.628567323,1.359499103,-0.472640677,-0.754571962,-0.360943313,0.977174636,0.176189486,-1.114234247,0.082184376,1.150807162,1.52622314,0.668470232,0.344988617,-0.058594856,0.481795221,-1.382691481,-0.122055795,0.429594619,-1.116245792,1.25150735
23,9.619332018,0.250383538,0.54921516,1.194859408,0.256237205,1.245331627,0.667989405,0.318972857,1.87175933,-0.622516099,-2.047919848,2.42632963,0.328783609,0.877666318,0.557871573,-0.178146525,0.640898617,-1.077831772,-0.061598533,0.400604059,1.113646182,0.892377639,0.615474481,1.728712918,0.540280267,1.453783307,0.096982427,1.092228264,1.476254107,-1.773726035,-0.07765993,0.080086039,2.094462256,-1.427255684,1.191485353,1.38544827,0.576974998,0.960899085,-0.174018262,0.412303253,-0.404380601
24,7.71665554,0.583492258,-0.094228013,0.894526376,-0.41041727,0.878020307,0.957358513,0.792725988,0.754950849,-0.396763521,-0.298689126,-0.469175854,0.849708136,-0.644882842,-0.748718047,0.163945789,0.499818873,-0.541988364,-1.466031199,0.505595332,-0.057429941,0.23929424,0.001844371,-2.180524068,0.4220191,-0.249775409,0.841701561,1.571880171,1.29910759,-0.959359438,0.710070888,-0.144226625,-0.469428373,0.180928308,1.168608198,-0.177316146,0.333929071,0.442791551,0.757027817,0.953067269,-0.241900862
25,0.920615661,-0.002453998,0.323660851,0.228255939,0.44310494,-0.121473028,-2.609623449,-0.24012469,1.352166704,-0.194209743,0.873047468,-0.461803613,0.802286605,0.314732753,0.440121613,-0.338373809,-0.728664508,0.478346582,1.326714489,-0.717908678,0.21895516,0.578854193,-0.314131726,-2.21682902,0.760494723,-1.344976396,-0.04921247,-2.190591325,0.331267384,0.223486765,-0.668146427,-1.814756548,-1.67756203,1.044972405,-0.753866077,0.137759949,-0.362614443,0.814229131,-0.567574495,-1.363794783,-2.902796553
26,-4.817107956,-0.44396201,-0.373419434,-0.532626507,-0.015523682,-2.434558014,-0.192073731,-1.879742886,0.622836045,-1.466154378,0.816911347,0.095466225,-1.109857431,-0.514652825,-0.069544198,-1.43942123,-0.020351337,1.772691902,1.337868281,1.183267096,-2.608914702,-0.713709584,1.25914087,2.136713755,-1.538901106,-1.215118535,-0.460527853,-0.271626207,0.505092951,-1.528749603,-0.902779721,-1.108150489,0.123211584,-0.652933798,0.134456892,-0.60199927,-0.006175113,0.531307191,-0.240570394,0.112558361,-0.316327278
27,-3.271297224,-1.369975404,-0.023543298,-1.562925657,0.823636326,-0.724378905,-0.234846496,0.339849357,-0.350731719,-0.823316511,0.779516255,0.099299997,-0.266496131,-0.95166927,0.42110363,0.223992485,-0.124826391,-0.126266583,1.830302565,0.029614112,-0.34021934,-0.231999761,-0.810888457,-0.096371357,0.230128962,-1.087269382,-1.397180382,1.538643015,0.197275555,0.832983761,1.302504766,-0.919163361,-0.064782165,-1.277756406,-0.330926744,-0.143515504,-0.236452014,-2.644194299,-0.849619849,-1.388219763,0.77405678
28,5.124721699,1.445977471,0.460664258,-0.688450487,0.588708845,-0.583682227,-0.210143628,-0.756442593,-0.002372363,-0.784794086,0.357812172,0.755851246,0.509768086,-0.90086893,-0.896295774,0.884008555,-0.681479112,-0.597087064,-0.334605937,0.519553646,2.410831751,-0.065512136,2.060440292,-0.121149088,0.760845208,0.021239057,-1.39293843,-1.32429987,-0.911979133,-2.11389483,-1.571355998,-0.101056181,-1.063697178,0.185669195,0.826577877,1.607304015,0.023261955,-0.603382666,1.013137321,1.22075508,-0.008869153
29,-1.250457274,-0.265290547,0.924038484,-1.248309382,-2.27467546,-1.351199082,-0.819982681,2.443029663,-0.055278063,0.185397005,-0.287649196,1.046005562,0.343273882,1.539937432,0.299148389,0.464896671,-0.802627622,-0.692126763,-1.256724456,1.616654135,-1.252723094,0.428794038,0.350835027,1.278367758,-0.945346519,-0.326064985,0.234611873,0.421393001,-1.024333644,-0.049093495,-1.175851628,0.045821015,-1.150024453,-0.405022223,0.689396038,1.218837775,-0.764884523,1.801171154,0.498703771,0.145225426,-0.340297304
30,3.039045084,0.564674471,0.416577612,1.526870875,0.116972133,-0.148801135,-0.057262304,-1.181078279,-0.957866357,-0.914325316,-1.120351655,0.300804319,-0.52258813,0.563141251,0.094891292,0.408435629,-0.074789187,1.47070071,-0.091058283,-0.572696407,-1.224617886,-0.999274302,-0.655981148,-2.016620641,0.294208251,-0.535788248,-0.256340903,0.584201002,0.786309686,-1.527218004,1.098894599,0.090059117,2.503788697,-0.144293851,1.050113762,0.436365295,-1.113790569,0.089562812,-0.753709587,-1.203870216,-1.088992045
31,4.878211281,0.807509116,0.096138579,0.060264498,-0.557246845,-0.082502738,1.050701572,-0.478830206,1.352627884,0.928036664,-0.282844281,1.812802421,-0.018721822,-0.098969245,0.540592243,-1.474309033,-1.736514347,-0.006289498,0.719746587,-0.49723944,-0.835328107,0.537338166,0.332725918,-0.39257302,-0.125497963,-2.942210385,-0.467673986,1.014346834,-2.223188845,1.062840002,0.879051273,0.732148526,-0.485644285,1.793870187,-1.76900797,0.617526572,-1.384426005,0.481984035,-2.067528606,0.841950225,0.411203203
32,-2.990425621,-0.256403337,-0.811532272,0.016642644,0.201896573,-0.991782081,-0.484736714,1.266744744,-0.223529424,0.193563941,-0.995030967,-0.878766962,0.210537608,1.207388631,0.445416866,-0.591212108,0.35882896,-1.374151701,0.435676786,-1.444001841,0.674361794,-1.405996836,-0.406932407,0.647970957,-1.160367224,0.633823559,-0.985152185,1.500451084,0.083079427,0.375767212,-1.297011898,-1.323518372,-0.651709994,-0.324507466,0.918197407,0.982433527,-0.60935161,0.611418938,0.795090769,0.20434072,0.667322891
33,-3.200279439,-1.197830999,-0.740393717,-0.425724632,-0.520935039,-0.477876786,-0.252807571,-0.566269811,-1.871685276,-0.989073898,0.64343201,-1.410227118,0.189389148,-1.271843041,0.745338025,1.677340408,0.123295435,-1.452752358,-1.370837469,-1.261048305,-0.779107544,-0.160202831,1.276050506,-0.204869376,1.053939985,0.216841077,-0.602437012,0.276639077,0.041484588,-0.482098061,-0.086798364,0.831821498,0.333464503,0.403255085,-0.603468353,-0.138033707,-0.35925961,0.44887296,0.63572663,1.946182222,-0.342197417
34,10.00155299,1.120307599,1.336705977,0.143475699,0.843465441,-0.732025871,1.826750025,1.118189464,-1.183852331,0.704540353,2.005307729,-0.314620821,1.003948895,-0.658973867,0.124172299,-1.634936836,-0.007006429,-0.149374683,1.20345265,-0.359126871,-0.831828355,0.49098729,-0.381945082,-0.038492993,1.253529633,-1.311988245,-3.111788511,0.799453204,0.84128059,-0.761057366,-1.488225897,-0.897670942,0.256295175,-1.023354836,-1.215646615,-0.490082997,-1.377188658,-0.451727114,0.664485435,0.793962563,-0.998550391
35,8.780010392,0.875567124,1.298489994,1.331019607,1.145844999,1.690167144,-1.29172636,-0.024717001,-2.343617278,1.170643106,0.460908685,1.526901718,-0.660245024,-0.213271194,0.003638854,1.473449834,1.832588632,-0.579805098,0.542461248,-0.813052277,-0.585447922,-0.210947826,-0.485411307,0.185525094,-0.069590595,1.46756272,1.246267316,0.497869006,1.766699092,0.567080745,-0.281421356,-0.664039853,-0.993120332,-0.749993318,-1.200937314,-0.92030615,-0.423914698,2.477995335,-0.862273907,1.414596353,0.259581203
36,2.543217784,-0.546926551,0.053925515,1.028136161,0.491177883,0.924617336,-0.024252115,0.955894954,-0.46792353,-0.216413462,-0.214265432,0.165335492,-0.794806785,0.96841073,-0.120853419,-0.161913667,0.021648336,0.117749721,-0.76422224,-0.287245018,-0.791598501,-1.09884268,0.807119361,1.563226563,-0.530822586,1.166827818,1.669842837,-0.10876267,-0.11955582,0.419901546,-2.579645702,-0.900085078,1.362600575,0.855220124,-0.708398072,0.42814048,0.815099131,-0.168772689,-1.283538491,0.5878917,1.521037673
37,-0.255174754,1.443845507,-1.57780709,-0.954035535,0.389462255,1.530281377,0.016559512,0.081976761,0.141393855,-1.463868294,0.297188045,-0.510991065,-0.031047288,0.264965273,0.557196306,-0.091062545,-2.031645657,0.652084203,-0.239136991,1.833400256,-0.504989616,0.969291497,0.979401479,-0.095898164,0.062813974,0.333092734,0.436784274,0.364628875,1.04464533,0.666426364,-0.440307712,0.153485805,-0.659191222,-2.230671508,1.846776871,1.277664621,-0.520782419,0.616235853,1.081164579,0.794215513,-0.414515566
38,7.740204991,0.640756514,0.709266221,-0.524033578,0.682782593,-0.454447217,-1.254926672,-0.482966756,-0.012773337,-0.412366995,-0.142579081,0.410479953,0.446951134,0.475899027,-1.930699325,-0.835788938,-0.577907604,0.704907777,-0.028840783,1.766521547,-0.204037121,1.467230286,0.579983715,-0.41895284,-0.917646224,-2.028730486,0.268763159,0.846060897,-1.211071992,2.139395046,-0.915611337,-0.502048264,0.063619225,0.849515812,0.446034146,0.241733567,0.217362228,-0.751283183,3.077363868,0.913089498,0.182354177
39,3.445972711,0.062585038,0.632242635,0.135083123,-0.618627118,0.193783936,0.594739394,1.192210135,1.599236502,0.423230258,-0.921551717,-0.410747982,0.626665221,0.086716404,2.745778973,-2.312316491,-0.071254064,0.010674203,-0.3187545,0.303753613,-0.794167887,0.654532236,0.868984052,-0.869436323,-0.592339221,-1.786632561,-1.189790035,1.108897719,-0.939492882,0.068477585,1.237571213,0.221493648,0.042612827,0.532145838,-0.060174661,0.143264388,-0.825534862,1.223945712,1.936005905,-0.011322679,0.907085766
40,11.46274958,0.564607776,1.581245666,0.432913104,0.367295096,0.482342071,-0.210864151,0.621153639,-0.746337977,-0.350273755,1.003430818,0.08756418,-2.747818769,-2.157028417,-1.896967651,0.907623221,0.672218098,0.491104128,0.01945507,0.307641425,-1.573412379,-0.782982267,-0.838666245,-0.097431392,0.206903798,-0.29806086,-0.552701903,1.537003803,2.471654562,-0.513256799,-0.036941628,-1.322275568,0.909072896,-1.106225351,-1.062191069,-0.418832736,0.42707137,0.80220174,0.702073989,2.668379033,0.650304989
41,-0.882946248,-0.153787824,0.030929215,-1.493373024,0.772369442,-0.157912856,1.554746581,-0.743870356,0.905616828,0.57557646,0.144843073,-1.123362336,1.524716804,2.257840613,0.359008438,0.808748804,-0.51766558,-1.190448748,-1.797516936,1.102489225,-0.006001432,0.854952312,-2.946979157,1.361715613,0.1343187,0.921634648,1.149435046,0.068547873,0.251522127,-1.747676759,0.136092471,0.607357093,0.183138543,-0.778340217,-0.366436704,0.592949488,0.464393155,-0.767433725,0.379503785,-0.932721029,0.395154744
42,-1.243150887,-0.512873294,-0.522577475,0.0847811,0.071656538,0.083478602,1.494140635,1.038299157,1.300669082,-1.712725098,1.022573336,-1.832228168,1.558207999,-0.72787239,0.007395214,-0.71480606,0.17628675,-0.659116921,-1.339239628,0.863959934,0.11112212,1.569908728,0.513873197,1.010524512,0.554473522,1.808104376,-0.625117393,-0.214749604,1.716628538,-0.449187216,-0.760752418,-0.590079996,-0.831578113,0.522371567,-0.994192468,2.276940467,-1.276023229,-0.929048856,-1.570926761,1.393960513,0.507288371
43,-5.986796556,-1.149481396,-0.892449474,-1.212598204,0.641332457,-1.654085709,-1.190493592,1.214997564,-0.33071536,1.061667018,0.402983125,-0.188474274,0.643885659,-0.424276365,1.135912027,-1.159337284,-0.087576237,-0.74256133,0.048537875,0.91540251,0.830879884,-1.779844758,0.419287438,-1.037030626,-1.028413348,0.296758651,-2.047156111,0.55779396,0.148310896,0.220178287,-1.71859858,-0.863162967,-1.374192153,-2.025069123,-1.278577724,1.577325034,-0.561772137,1.385785015,0.585686689,-0.858382444,-0.230705988
44,4.591547221,0.137118169,0.646501009,0.214147733,0.290985193,0.725670811,-0.015044576,-0.733974439,-0.720575192,2.328742644,-0.329757493,1.280759698,0.265436365,-0.439715052,0.714361946,0.433175571,1.912831845,-0.907944408,-0.041961135,-2.621967426,0.127899548,1.483803889,-0.328304307,0.133624004,0.871030153,-0.011902242,-1.663902711,0.14429223,0.256218208,-0.115964232,0.704131133,1.153311969,0.998032925,0.498669779,-0.181255868,1.283895024,0.941677989,-1.436854749,-0.603076419,-1.314508854,0.585819735
45,-0.879427609,0.056221062,-0.148367817,-1.281264454,1.322909349,-1.036112198,0.434536821,-0.301302563,1.329068337,-0.118228828,-0.575665346,0.382364737,0.876249569,0.856873713,-1.16189918,-2.054453698,-0.282334513,1.829353065,-0.040679722,-2.338737151,0.0520707,0.056581841,-0.069801966,0.125834442,0.120436575,1.54435933,-0.34751372,0.08093952,0.830167978,0.665623561,0.82341066,-1.745361597,-1.254811073,1.197429555,0.118152673,-0.297911866,-0.436371113,0.132232361,1.21922512,1.336832302,-1.377425181
46,6.660339524,-2.004104651,-0.161509717,-1.037258404,2.819239534,-0.172317541,-1.032697118,-0.146935672,-0.785734994,-2.364356004,3.246083247,-0.543848352,0.337591842,0.600665918,0.569422922,-0.980225212,-0.451095607,-0.811000302,-2.060456844,0.709851266,0.589591405,-0.174822968,0.417667484,0.317204643,1.678694678,-0.299164622,-0.355637614,0.823331625,-3.387788512,1.552128493,0.425645376,0.105316559,-0.086166306,1.381651659,-0.263959932,-0.169827373,0.017643412,-1.622364788,0.616468773,-2.279835811,1.420667731
47,-0.573290513,-0.595503208,1.404583518,-0.341631711,1.702522044,-0.030505189,-0.134439986,-1.920906123,0.348726184,-0.42118925,0.752957625,0.467770478,-0.722066248,0.394805264,3.09441885,0.540442508,0.426516845,-0.457798542,1.577786053,-1.245618162,-1.630839326,-0.437659336,0.845785417,-0.538550757,-0.915069037,1.047335324,-1.374326006,-0.9657712,0.515437137,1.390703165,0.580966993,2.794077061,0.35829254,-0.46840877,0.464100011,0.786123992,-0.587412651,-0.204704164,1.074473711,-0.767648437,-0.076604446
48,-2.456369971,0.133910769,-1.488969285,0.42797872,0.777797612,-0.138327481,-0.588810735,0.612532076,-1.991898044,-0.328861024,0.624408627,-0.826664425,-0.850915226,-1.362991438,-0.378628507,0.309274996,1.568840166,-0.237200049,-0.683354824,1.475308252,1.144691622,-0.367433424,-0.01237852,-1.160784406,1.124344405,1.390415349,-0.183736574,-0.45298434,1.199908947,1.738585873,-1.646272932,1.299387605,-2.55799974,-0.517774972,-0.935360347,0.661300178,0.056300099,0.85563662,-1.570107233,0.250373284,-0.836971124
49,2.044303417,-1.359334521,0.964937176,1.750491803,-1.614777845,-1.88911373,-0.753962395,-1.022782638,0.487245145,2.317148164,-0.184359036,0.9112581,-0.021018718,-0.332677034,0.797675463,-1.484287641,0.393836578,0.016868888,-0.36584826,0.04150051,1.062086701,1.397687619,-0.166284595,0.781848259,0.453759042,-1.72645498,0.099345672,-0.551278057,-0.570673878,1.604562312,-0.204373158,-0.83354263,-0.639258998,-1.668440415,0.232897092,1.85033518,0.249342156,2.584489971,0.806530108,0.03834763,1.239200025
50,0.539029,1.008750901,-2.116027479,-0.766072082,-1.909663225,-1.040335076,-0.694211129,1.586129614,0.753531617,-0.83775993,-0.222508237,0.734072208,-0.716972112,1.723027717,0.637859804,-0.432425419,0.052429064,0.427835372,1.124212769,0.154067938,0.114115581,0.255614777,-0.650728383,0.004557094,0.113613562,0.303129357,-0.519450961,1.343624376,-0.552053904,0.45278861,-0.044887387,-0.218140404,1.090392943,0.933900317,1.136645645,-1.441597258,-0.394406297,-0.762601867,0.825805243,-0.648090086,0.135604775
